rank,url,path,clicks,impressions,ctr,position,business_value,score,action
679,https://shaffercon.com/service-areas/pasadena/commercial-breaker-panel-service-maintenance/,/service-areas/pasadena/commercial-breaker-panel-service-maintenance/,0,2,0.0,8.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
680,https://shaffercon.com/service-areas/pasadena/commercial-lighting-installation-retrofitting,/service-areas/pasadena/commercial-lighting-installation-retrofitting/,0,2,0.0,6.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
681,https://shaffercon.com/service-areas/santa-clarita/commercial-ceiling-fan-fixture-installation,/service-areas/santa-clarita/commercial-ceiling-fan-fixture-installation/,0,2,0.0,7.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
682,https://shaffercon.com/service-areas/santa-clarita/commercial-dedicated-equipment-circuits,/service-areas/santa-clarita/commercial-dedicated-equipment-circuits/,0,2,0.0,10.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
683,https://shaffercon.com/service-areas/santa-clarita/commercial-dedicated-equipment-circuits/,/service-areas/santa-clarita/commercial-dedicated-equipment-circuits/,0,2,0.0,10.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
684,https://shaffercon.com/service-areas/santa-clarita/commercial-electrical-safety-inspections,/service-areas/santa-clarita/commercial-electrical-safety-inspections/,0,2,0.0,8.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
685,https://shaffercon.com/service-areas/santa-clarita/residential-breaker-panel-service-maintenance/,/service-areas/santa-clarita/residential-breaker-panel-service-maintenance/,0,2,0.0,7.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
686,https://shaffercon.com/service-areas/sherman-oaks/commercial-energy-efficiency-upgrades/,/service-areas/sherman-oaks/commercial-energy-efficiency-upgrades/,0,2,0.0,4.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
687,https://shaffercon.com/service-areas/sherman-oaks/commercial-lighting-installation-retrofitting,/service-areas/sherman-oaks/commercial-lighting-installation-retrofitting/,0,2,0.0,6.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
688,https://shaffercon.com/service-areas/sherman-oaks/residential-breaker-panel-service-maintenance,/service-areas/sherman-oaks/residential-breaker-panel-service-maintenance/,0,2,0.0,9.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
689,https://shaffercon.com/service-areas/silver-lake/commercial-energy-efficiency-upgrades/,/service-areas/silver-lake/commercial-energy-efficiency-upgrades/,0,2,0.0,6.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
690,https://shaffercon.com/service-areas/silver-lake/residential-ev-charger-installation/,/service-areas/silver-lake/residential-ev-charger-installation/,0,2,0.0,9.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
691,https://shaffercon.com/service-areas/torrance/commercial-electrical-troubleshooting-repairs/,/service-areas/torrance/commercial-electrical-troubleshooting-repairs/,0,2,0.0,5.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
692,https://shaffercon.com/service-areas/venice/commercial-electrical-panel-upgrades/,/service-areas/venice/commercial-electrical-panel-upgrades/,0,2,0.0,5.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
693,https://shaffercon.com/service-areas/venice/commercial-outlet-switch-dimmer-services/,/service-areas/venice/commercial-outlet-switch-dimmer-services/,0,2,0.0,10.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
694,https://shaffercon.com/service-areas/venice/residential-breaker-panel-service-maintenance/,/service-areas/venice/residential-breaker-panel-service-maintenance/,0,2,0.0,7.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
695,https://shaffercon.com/service-areas/west-hollywood/commercial-data-network-av-wiring,/service-areas/west-hollywood/commercial-data-network-av-wiring/,0,2,0.0,5.5,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
696,https://shaffercon.com/service-areas/west-hollywood/residential-breaker-panel-service-maintenance/,/service-areas/west-hollywood/residential-breaker-panel-service-maintenance/,0,2,0.0,6.0,5,3.578,"Rewrite title, meta, intro, CTA, and internal links"
697,https://shaffercon.com/service-areas/boyle-heights/residential-ev-charger-installation/,/service-areas/boyle-heights/residential-ev-charger-installation/,0,22,0.0,34.91,5,3.575,Expand content and add links from stronger pages
698,https://shaffercon.com/service-areas/pacific-palisades/residential-security-motion-lighting/,/service-areas/pacific-palisades/residential-security-motion-lighting/,0,4,0.0,12.25,4,3.565,Monitor or improve after higher value pages
699,https://shaffercon.com/industry-insights/critical-ev-charging-infrastructure-developments-600kw-ultra-fast-charging-launch-reliability-crisis-exposed-california-surpasses-200000-chargers-federal-heavy-duty-investment-and-municipal-gran/,/industry-insights/critical-ev-charging-infrastructure-developments-600kw-ultra-fast-charging-launch-reliability-crisis-exposed-california-surpasses-200000-chargers-federal-heavy-duty-investment-and-municipal-gran/,0,236,0.0,6.46,1,3.562,Deprioritize unless it supports a money page
700,https://shaffercon.com/industry-insights/tesla-superchargers-80000-stalls-kia-ev3-35k-debut-ev-realty-truck-hub-tariffs-charging-costs-v2g-mainstream/,/industry-insights/tesla-superchargers-80000-stalls-kia-ev3-35k-debut-ev-realty-truck-hub-tariffs-charging-costs-v2g-mainstream/,0,231,0.0,6.72,1,3.548,Deprioritize unless it supports a money page
701,https://shaffercon.com/industry-insights,/industry-insights/,0,14,0.0,7.14,2,3.528,Monitor or improve after higher value pages
702,https://shaffercon.com/industry-insights/fuses-101-essential-tips-for-handling-and-replacement/,/industry-insights/fuses-101-essential-tips-for-handling-and-replacement/,0,14,0.0,6.21,2,3.528,Monitor or improve after higher value pages
703,https://shaffercon.com/service-areas/pasadena/residential-complete-electrical-rewiring/,/service-areas/pasadena/residential-complete-electrical-rewiring/,0,14,0.0,5.36,2,3.528,Monitor or improve after higher value pages
704,https://shaffercon.com/industry-insights/ev-charging-infrastructure-transformation-colorado-nevi-funding-tesla-ai-platform-record-supercharger-expansion-pennsylvania-certification-and-wireless-charging-growth/,/industry-insights/ev-charging-infrastructure-transformation-colorado-nevi-funding-tesla-ai-platform-record-supercharger-expansion-pennsylvania-certification-and-wireless-charging-growth/,0,222,0.0,9.14,1,3.522,Deprioritize unless it supports a money page
705,https://shaffercon.com/games/,/games/,0,23,0.0,18.09,2,3.52,Monitor or improve after higher value pages
706,https://shaffercon.com/industry-insights/2025-ev-sales-decline-2026-outlook-new-models-china-price-war-charger-tax-credit-deadline/,/industry-insights/2025-ev-sales-decline-2026-outlook-new-models-china-price-war-charger-tax-credit-deadline/,0,219,0.0,7.63,1,3.514,Deprioritize unless it supports a money page
707,https://shaffercon.com/industry-insights/lucid-best-luxury-ev-brand-renault-efficiency-record-hyundai-biggest-ev-2025-year-review-global-sales/,/industry-insights/lucid-best-luxury-ev-brand-renault-efficiency-record-hyundai-biggest-ev-2025-year-review-global-sales/,0,216,0.0,7.15,1,3.505,Deprioritize unless it supports a money page
708,https://shaffercon.com/industry-insights/ev-charging-infrastructure-update-record-u-s-expansion-pennsylvania-nevi-leadership-global-growth-and-innovative-streetlight-solutions,/industry-insights/ev-charging-infrastructure-update-record-u-s-expansion-pennsylvania-nevi-leadership-global-growth-and-innovative-streetlight-solutions/,0,215,0.0,6.31,1,3.502,Deprioritize unless it supports a money page
709,https://shaffercon.com/service-areas/pasadena/residential-outlet-switch-dimmer-services/,/service-areas/pasadena/residential-outlet-switch-dimmer-services/,0,5,0.0,9.0,3,3.502,Monitor or improve after higher value pages
710,https://shaffercon.com/service-areas/venice/residential-energy-efficiency-upgrades,/service-areas/venice/residential-energy-efficiency-upgrades/,0,22,0.0,16.55,2,3.472,Monitor or improve after higher value pages
711,https://shaffercon.com/service-areas/los-feliz/commercial-complete-electrical-rewiring,/service-areas/los-feliz/commercial-complete-electrical-rewiring/,0,20,0.0,27.95,5,3.471,Expand content and add links from stronger pages
712,https://shaffercon.com/industry-insights/ev-charging-70000-ports-nevi-reboots-california-79m-grants-v2g-mainstream,/industry-insights/ev-charging-70000-ports-nevi-reboots-california-79m-grants-v2g-mainstream/,0,204,0.0,4.98,1,3.468,Deprioritize unless it supports a money page
713,https://shaffercon.com/service-areas/santa-clarita/residential-data-network-av-wiring,/service-areas/santa-clarita/residential-data-network-av-wiring/,0,13,0.0,3.15,2,3.438,Monitor or improve after higher value pages
714,https://shaffercon.com/service-areas/venice/residential-pool-hot-tub-spa-electrical,/service-areas/venice/residential-pool-hot-tub-spa-electrical/,0,13,0.0,6.77,2,3.438,Monitor or improve after higher value pages
715,https://shaffercon.com/service-areas/venice/residential-pool-hot-tub-spa-electrical/,/service-areas/venice/residential-pool-hot-tub-spa-electrical/,0,13,0.0,5.62,2,3.438,Monitor or improve after higher value pages
716,https://shaffercon.com/industry-insights/december-2025-ev-charging-infrastructure-georgia-nevi-funding-stellantis-supercharger-access-ultra-fast-charging-breakthroughs/,/industry-insights/december-2025-ev-charging-infrastructure-georgia-nevi-funding-stellantis-supercharger-access-ultra-fast-charging-breakthroughs/,0,189,0.0,6.2,1,3.418,Deprioritize unless it supports a money page
717,https://shaffercon.com/service-areas/pasadena/residential-lighting-installation-retrofitting/,/service-areas/pasadena/residential-lighting-installation-retrofitting/,0,41,0.0,28.46,4,3.409,Expand content and add links from stronger pages
718,https://shaffercon.com/industry-insights/the-future-of-home-and-public-ev-charging-trends-economics-and-practical-innovations-for-los-angeles-in-2025/,/industry-insights/the-future-of-home-and-public-ev-charging-trends-economics-and-practical-innovations-for-los-angeles-in-2025/,0,186,0.0,7.55,1,3.408,Deprioritize unless it supports a money page
719,https://shaffercon.com/industry-insights/sparkling-holiday-lights-illuminating-your-festive-season-with-shaffer-construction/,/industry-insights/sparkling-holiday-lights-illuminating-your-festive-season-with-shaffer-construction/,0,20,0.0,10.3,2,3.372,Monitor or improve after higher value pages
720,https://shaffercon.com/service-areas/west-hollywood/residential-smart-automation-systems/,/service-areas/west-hollywood/residential-smart-automation-systems/,0,20,0.0,11.6,2,3.372,Monitor or improve after higher value pages
721,https://shaffercon.com/industry-insights/the-future-of-ev-charger-installation-trends-incentives-and-innovations-you-need-to-know,/industry-insights/the-future-of-ev-charger-installation-trends-incentives-and-innovations-you-need-to-know/,0,18,0.0,25.22,5,3.357,Expand content and add links from stronger pages
722,https://shaffercon.com/service-areas/santa-monica/commercial-electrical-panel-upgrades/,/service-areas/santa-monica/commercial-electrical-panel-upgrades/,0,18,0.0,35.44,5,3.357,Expand content and add links from stronger pages
723,https://shaffercon.com/industry-insights/home-electrical-safety-best-practices/,/industry-insights/home-electrical-safety-best-practices/,0,12,0.0,7.25,2,3.342,Monitor or improve after higher value pages
724,https://shaffercon.com/industry-insights/ev-charging-in-2025-latest-trends-challenges-and-solutions-for-homeowners-and-businesses-in-los-angeles,/industry-insights/ev-charging-in-2025-latest-trends-challenges-and-solutions-for-homeowners-and-businesses-in-los-angeles/,0,163,0.0,6.25,1,3.322,Deprioritize unless it supports a money page
725,https://shaffercon.com/service-areas/culver-city/residential-backup-generator-installation/,/service-areas/culver-city/residential-backup-generator-installation/,0,19,0.0,15.16,2,3.318,Monitor or improve after higher value pages
726,https://shaffercon.com/service-areas/torrance/residential-energy-efficiency-upgrades/,/service-areas/torrance/residential-energy-efficiency-upgrades/,0,19,0.0,14.42,2,3.318,Monitor or improve after higher value pages
727,https://shaffercon.com/service-areas/highland-park/commercial-landscape-outdoor-lighting/,/service-areas/highland-park/commercial-landscape-outdoor-lighting/,0,17,0.0,26.65,5,3.295,Expand content and add links from stronger pages
728,https://shaffercon.com/industry-insights/tesla-model-y-juniper-wisconsin-ev-grants-georgia-rivian-hyundai-new-evs-cybertruck-long-range/,/industry-insights/tesla-model-y-juniper-wisconsin-ev-grants-georgia-rivian-hyundai-new-evs-cybertruck-long-range/,0,148,0.0,8.79,1,3.26,Deprioritize unless it supports a money page
729,https://shaffercon.com/industry-insights/electrician-altadena-ca-your-local-electrical-service-experts,/industry-insights/electrician-altadena-ca-your-local-electrical-service-experts/,0,11,0.0,8.55,2,3.238,Monitor or improve after higher value pages
730,https://shaffercon.com/industry-insights/electrician-moorpark-ca-dedicated-electrical-expertise-for-your-needs/,/industry-insights/electrician-moorpark-ca-dedicated-electrical-expertise-for-your-needs/,0,11,0.0,7.64,2,3.238,Monitor or improve after higher value pages
731,https://shaffercon.com/service-areas/beverly-hills/residential-data-network-av-wiring/,/service-areas/beverly-hills/residential-data-network-av-wiring/,0,11,0.0,1.45,5,3.238,"Rewrite title, meta, intro, CTA, and internal links"
732,https://shaffercon.com/service-areas/burbank/residential-smart-automation-systems,/service-areas/burbank/residential-smart-automation-systems/,0,11,0.0,7.36,2,3.238,Monitor or improve after higher value pages
733,https://shaffercon.com/service-areas/glendale/residential-complete-electrical-rewiring,/service-areas/glendale/residential-complete-electrical-rewiring/,0,11,0.0,8.18,2,3.238,Monitor or improve after higher value pages
734,https://shaffercon.com/service-areas/glendale/residential-whole-building-surge-protection/,/service-areas/glendale/residential-whole-building-surge-protection/,0,11,0.0,8.45,2,3.238,Monitor or improve after higher value pages
735,https://shaffercon.com/service-areas/los-feliz/residential-pool-hot-tub-spa-electrical/,/service-areas/los-feliz/residential-pool-hot-tub-spa-electrical/,0,11,0.0,8.09,2,3.238,Monitor or improve after higher value pages
736,https://shaffercon.com/service-areas/santa-clarita/residential-dedicated-equipment-circuits,/service-areas/santa-clarita/residential-dedicated-equipment-circuits/,0,11,0.0,7.09,2,3.238,Monitor or improve after higher value pages
737,https://shaffercon.com/service-areas/torrance/residential-backup-generator-installation,/service-areas/torrance/residential-backup-generator-installation/,0,11,0.0,8.45,2,3.238,Monitor or improve after higher value pages
738,https://shaffercon.com/service-areas/torrance/residential-electrical-troubleshooting-repairs/,/service-areas/torrance/residential-electrical-troubleshooting-repairs/,0,11,0.0,9.73,2,3.238,Monitor or improve after higher value pages
739,https://shaffercon.com/service-areas/venice/residential-exhaust-fan-ventilation-wiring/,/service-areas/venice/residential-exhaust-fan-ventilation-wiring/,0,11,0.0,8.0,2,3.238,Monitor or improve after higher value pages
740,https://shaffercon.com/industry-insights/october-2025-ev-infrastructure-acceleration-record-charging-expansion-nevi-program-growth-tesla-v4-milestone-wireless-technology-breakthrough-and-california-leadership-transform-market-dynamics/,/industry-insights/october-2025-ev-infrastructure-acceleration-record-charging-expansion-nevi-program-growth-tesla-v4-milestone-wireless-technology-breakthrough-and-california-leadership-transform-market-dynamics/,0,142,0.0,7.56,1,3.233,Deprioritize unless it supports a money page
741,https://shaffercon.com/industry-insights/the-future-of-ev-charging-infrastructure-key-trends-innovations-and-opportunities-for-los-angeles-businesses-and-homeowners/,/industry-insights/the-future-of-ev-charging-infrastructure-key-trends-innovations-and-opportunities-for-los-angeles-businesses-and-homeowners/,0,16,0.0,27.19,5,3.23,Expand content and add links from stronger pages
742,https://shaffercon.com/service-areas/santa-monica/commercial-complete-electrical-rewiring/,/service-areas/santa-monica/commercial-complete-electrical-rewiring/,0,16,0.0,26.0,5,3.23,Expand content and add links from stronger pages
743,https://shaffercon.com/industry-insights/evgo-record-growth-electrify-america-road-trip-charging-reliability-improves-california-incentives/,/industry-insights/evgo-record-growth-electrify-america-road-trip-charging-reliability-improves-california-incentives/,0,136,0.0,7.82,1,3.205,Deprioritize unless it supports a money page
744,https://shaffercon.com/industry-insights/electric-services-brentwood-ca-experts,/industry-insights/electric-services-brentwood-ca-experts/,0,17,0.0,15.71,2,3.201,Monitor or improve after higher value pages
745,https://shaffercon.com/industry-insights/expert-christmas-light-installation-services-in-los-angeles,/industry-insights/expert-christmas-light-installation-services-in-los-angeles/,0,17,0.0,12.41,2,3.201,Monitor or improve after higher value pages
746,https://shaffercon.com/industry-insights/smoke-detector-installation-guide/,/industry-insights/smoke-detector-installation-guide/,0,17,0.0,12.76,2,3.201,Monitor or improve after higher value pages
747,https://shaffercon.com/service-areas/long-beach/residential-data-network-av-wiring,/service-areas/long-beach/residential-data-network-av-wiring/,0,17,0.0,11.94,2,3.201,Monitor or improve after higher value pages
748,https://shaffercon.com/service-areas/burbank/,/service-areas/burbank/,3,1375,0.0022,21.26,2,3.199,Monitor or improve after higher value pages
749,https://shaffercon.com/industry-insights/ces-2026-mercedes-electric-glc-chargepoint-600kw-used-ev-deals-afeela-tesla-robotaxi/,/industry-insights/ces-2026-mercedes-electric-glc-chargepoint-600kw-used-ev-deals-afeela-tesla-robotaxi/,2,244,0.008199999999999999,8.05,1,3.192,Deprioritize unless it supports a money page
750,https://shaffercon.com/industry-insights/the-importance-of-ev-charger-infrastructure-for-a-sustainable-los-angeles/,/industry-insights/the-importance-of-ev-charger-infrastructure-for-a-sustainable-los-angeles/,0,15,0.0,36.2,5,3.161,Expand content and add links from stronger pages
751,https://shaffercon.com/service-areas/glendale/commercial-landscape-outdoor-lighting,/service-areas/glendale/commercial-landscape-outdoor-lighting/,0,15,0.0,26.53,5,3.161,Expand content and add links from stronger pages
752,https://shaffercon.com/service-areas/venice/commercial-whole-building-surge-protection,/service-areas/venice/commercial-whole-building-surge-protection/,0,15,0.0,33.0,5,3.161,Expand content and add links from stronger pages
753,https://shaffercon.com/industry-insights/afci-vs-gfci-circuit-protection-los-angeles,/industry-insights/afci-vs-gfci-circuit-protection-los-angeles/,0,4,0.0,4.5,3,3.145,Monitor or improve after higher value pages
754,https://shaffercon.com/industry-insights/off-lease-evs-flood-market-toyota-billion-investment-vw-recall-ev-cancellations-chargepoint-consolidation/,/industry-insights/off-lease-evs-flood-market-toyota-billion-investment-vw-recall-ev-cancellations-chargepoint-consolidation/,0,124,0.0,7.27,1,3.145,Deprioritize unless it supports a money page
755,https://shaffercon.com/service-areas/santa-monica/residential-outlet-switch-dimmer-services/,/service-areas/santa-monica/residential-outlet-switch-dimmer-services/,0,4,0.0,4.75,3,3.145,Monitor or improve after higher value pages
756,https://shaffercon.com/service-areas/burbank/residential-energy-efficiency-upgrades,/service-areas/burbank/residential-energy-efficiency-upgrades/,0,10,0.0,4.8,2,3.124,Monitor or improve after higher value pages
757,https://shaffercon.com/service-areas/santa-clarita/residential-complete-electrical-rewiring,/service-areas/santa-clarita/residential-complete-electrical-rewiring/,0,10,0.0,6.7,2,3.124,Monitor or improve after higher value pages
758,https://shaffercon.com/service-areas/santa-clarita/residential-data-network-av-wiring/,/service-areas/santa-clarita/residential-data-network-av-wiring/,0,10,0.0,7.2,2,3.124,Monitor or improve after higher value pages
759,https://shaffercon.com/service-areas/torrance/residential-pool-hot-tub-spa-electrical,/service-areas/torrance/residential-pool-hot-tub-spa-electrical/,0,10,0.0,3.7,2,3.124,Monitor or improve after higher value pages
760,https://shaffercon.com/service-areas/west-hollywood/residential-pool-hot-tub-spa-electrical/,/service-areas/west-hollywood/residential-pool-hot-tub-spa-electrical/,0,10,0.0,5.1,2,3.124,Monitor or improve after higher value pages
761,https://shaffercon.com/industry-insights/the-rise-of-electric-vehicle-charging-stations-a-new-era-of-sustainable-transportation-in-the-u-s/,/industry-insights/the-rise-of-electric-vehicle-charging-stations-a-new-era-of-sustainable-transportation-in-the-u-s/,0,14,0.0,23.21,5,3.087,Expand content and add links from stronger pages
762,https://shaffercon.com/service-areas/glendale/commercial-ev-charger-installation/,/service-areas/glendale/commercial-ev-charger-installation/,0,14,0.0,28.29,5,3.087,Expand content and add links from stronger pages
763,https://shaffercon.com/service-areas/burbank/residential-ceiling-fan-fixture-installation/,/service-areas/burbank/residential-ceiling-fan-fixture-installation/,0,15,0.0,10.87,2,3.071,Monitor or improve after higher value pages
764,https://shaffercon.com/service-areas/echo-park/residential-electrical-code-compliance-corrections,/service-areas/echo-park/residential-electrical-code-compliance-corrections/,0,3,0.0,10.33,4,3.071,Improve snippet and add stronger hiring intent
765,https://shaffercon.com/service-areas/santa-clarita/residential-exhaust-fan-ventilation-wiring,/service-areas/santa-clarita/residential-exhaust-fan-ventilation-wiring/,0,15,0.0,10.6,2,3.071,Monitor or improve after higher value pages
766,https://shaffercon.com/service-areas/west-hollywood/residential-electrical-code-compliance-corrections,/service-areas/west-hollywood/residential-electrical-code-compliance-corrections/,0,3,0.0,18.0,4,3.071,Monitor or improve after higher value pages
767,https://shaffercon.com/industry-insights/evgo-record-growth-electrify-america-road-trip-charging-reliability-improves-california-incentives,/industry-insights/evgo-record-growth-electrify-america-road-trip-charging-reliability-improves-california-incentives/,0,110,0.0,6.55,1,3.068,Deprioritize unless it supports a money page
768,https://shaffercon.com/industry-insights/evgo-autocharge-5-million-sessions-rivian-network-expansion-california-2025-ev-charging-mandates-multifamily-requirements/,/industry-insights/evgo-autocharge-5-million-sessions-rivian-network-expansion-california-2025-ev-charging-mandates-multifamily-requirements/,0,108,0.0,7.41,1,3.056,Deprioritize unless it supports a money page
769,https://shaffercon.com/industry-insights/trump-ev-policy-reversals-charger-reliability-donut-lab-production-byd-megawatt-charging-nevi-update/,/industry-insights/trump-ev-policy-reversals-charger-reliability-donut-lab-production-byd-megawatt-charging-nevi-update/,2,210,0.0095,7.13,1,3.045,Deprioritize unless it supports a money page
770,https://shaffercon.com/industry-insights/ev-charging-infrastructure-in-california-latest-trends-challenges-and-solutions-for-homeowners-and-businesses/,/industry-insights/ev-charging-infrastructure-in-california-latest-trends-challenges-and-solutions-for-homeowners-and-businesses/,0,2,0.0,11.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
771,https://shaffercon.com/industry-insights/residential-electrical-services-what-every-homeowner-should-know-about-hiring-a-contractor/,/industry-insights/residential-electrical-services-what-every-homeowner-should-know-about-hiring-a-contractor/,0,2,0.0,13.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
772,https://shaffercon.com/industry-insights/the-vital-role-of-ev-charging-infrastructure-in-accelerating-electric-vehicle-adoption,/industry-insights/the-vital-role-of-ev-charging-infrastructure-in-accelerating-electric-vehicle-adoption/,0,2,0.0,14.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
773,https://shaffercon.com/service-areas/beverly-hills/commercial-landscape-outdoor-lighting/,/service-areas/beverly-hills/commercial-landscape-outdoor-lighting/,0,2,0.0,20.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
774,https://shaffercon.com/service-areas/beverly-hills/residential-ceiling-fan-fixture-installation/,/service-areas/beverly-hills/residential-ceiling-fan-fixture-installation/,0,2,0.0,11.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
775,https://shaffercon.com/service-areas/burbank/commercial-breaker-panel-service-maintenance/,/service-areas/burbank/commercial-breaker-panel-service-maintenance/,0,2,0.0,11.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
776,https://shaffercon.com/service-areas/culver-city/commercial-backup-generator-installation/,/service-areas/culver-city/commercial-backup-generator-installation/,0,2,0.0,19.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
777,https://shaffercon.com/service-areas/glendale/commercial-energy-efficiency-upgrades/,/service-areas/glendale/commercial-energy-efficiency-upgrades/,0,2,0.0,11.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
778,https://shaffercon.com/service-areas/highland-park/commercial-ceiling-fan-fixture-installation,/service-areas/highland-park/commercial-ceiling-fan-fixture-installation/,0,2,0.0,15.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
779,https://shaffercon.com/service-areas/hollywood/commercial-ev-charger-installation/,/service-areas/hollywood/commercial-ev-charger-installation/,0,2,0.0,12.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
780,https://shaffercon.com/service-areas/los-feliz/residential-breaker-panel-service-maintenance/,/service-areas/los-feliz/residential-breaker-panel-service-maintenance/,0,2,0.0,12.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
781,https://shaffercon.com/service-areas/pacific-palisades/commercial-smart-automation-systems/,/service-areas/pacific-palisades/commercial-smart-automation-systems/,0,2,0.0,11.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
782,https://shaffercon.com/service-areas/santa-clarita/commercial-backup-generator-installation,/service-areas/santa-clarita/commercial-backup-generator-installation/,0,2,0.0,12.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
783,https://shaffercon.com/service-areas/santa-monica/commercial-energy-efficiency-upgrades/,/service-areas/santa-monica/commercial-energy-efficiency-upgrades/,0,2,0.0,13.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
784,https://shaffercon.com/service-areas/sherman-oaks/commercial-complete-electrical-rewiring/,/service-areas/sherman-oaks/commercial-complete-electrical-rewiring/,0,2,0.0,12.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
785,https://shaffercon.com/service-areas/sherman-oaks/commercial-lighting-installation-retrofitting/,/service-areas/sherman-oaks/commercial-lighting-installation-retrofitting/,0,2,0.0,12.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
786,https://shaffercon.com/service-areas/silver-lake/commercial-backup-generator-installation/,/service-areas/silver-lake/commercial-backup-generator-installation/,0,2,0.0,11.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
787,https://shaffercon.com/service-areas/silver-lake/residential-breaker-panel-service-maintenance,/service-areas/silver-lake/residential-breaker-panel-service-maintenance/,0,2,0.0,12.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
788,https://shaffercon.com/service-areas/torrance/commercial-complete-electrical-rewiring,/service-areas/torrance/commercial-complete-electrical-rewiring/,0,2,0.0,19.5,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
789,https://shaffercon.com/service-areas/torrance/residential-breaker-panel-service-maintenance/,/service-areas/torrance/residential-breaker-panel-service-maintenance/,0,2,0.0,12.0,5,3.042,"Rewrite title, meta, intro, CTA, and internal links"
790,https://shaffercon.com/service-areas/torrance/residential-landscape-outdoor-lighting,/service-areas/torrance/residential-landscape-outdoor-lighting/,0,27,0.0,35.44,4,3.039,Expand content and add links from stronger pages
791,https://shaffercon.com/industry-insights/xcharge-brooklyn-depot-donut-lab-solid-state-battery-prologium-california-nevi-grant-honda-afeela/,/industry-insights/xcharge-brooklyn-depot-donut-lab-solid-state-battery-prologium-california-nevi-grant-honda-afeela/,0,103,0.0,9.71,1,3.026,Deprioritize unless it supports a money page
792,https://shaffercon.com/service-areas/sherman-oaks/,/service-areas/sherman-oaks/,0,738,0.0,31.21,2,3.012,Monitor or improve after higher value pages
793,https://shaffercon.com/service-areas/burbank/commercial-data-network-av-wiring,/service-areas/burbank/commercial-data-network-av-wiring/,0,13,0.0,22.46,5,3.009,Expand content and add links from stronger pages
794,https://shaffercon.com/service-areas/culver-city/commercial-landscape-outdoor-lighting,/service-areas/culver-city/commercial-landscape-outdoor-lighting/,0,13,0.0,20.54,5,3.009,Expand content and add links from stronger pages
795,https://shaffercon.com/service-areas/hollywood/commercial-ceiling-fan-fixture-installation/,/service-areas/hollywood/commercial-ceiling-fan-fixture-installation/,0,13,0.0,20.08,5,3.009,Expand content and add links from stronger pages
796,https://shaffercon.com/service-areas/culver-city/residential-data-network-av-wiring/,/service-areas/culver-city/residential-data-network-av-wiring/,0,9,0.0,5.78,2,3.0,Monitor or improve after higher value pages
797,https://shaffercon.com/service-areas/glendale/residential-ceiling-fan-fixture-installation,/service-areas/glendale/residential-ceiling-fan-fixture-installation/,0,9,0.0,8.56,2,3.0,Monitor or improve after higher value pages
798,https://shaffercon.com/service-areas/inglewood/residential-electrical-troubleshooting-repairs/,/service-areas/inglewood/residential-electrical-troubleshooting-repairs/,0,9,0.0,4.44,2,3.0,Monitor or improve after higher value pages
799,https://shaffercon.com/service-areas/pasadena/residential-whole-building-surge-protection/,/service-areas/pasadena/residential-whole-building-surge-protection/,0,9,0.0,9.56,2,3.0,Monitor or improve after higher value pages
800,https://shaffercon.com/service-areas/west-hollywood/,/service-areas/west-hollywood/,0,696,0.0,24.69,2,2.985,Monitor or improve after higher value pages
