rank,url,path,route_type,clicks,impressions,ctr,expected_ctr,missed_clicks,position,business_value,score,need,top_queries,action
502,https://shaffercon.com/service-areas/long-beach/commercial-electrical-troubleshooting-repairs/,/service-areas/long-beach/commercial-electrical-troubleshooting-repairs/,service_detail,0,3,0.0,0.025,0.1,6.0,5,3.013,ctr,,"CTR fix, rewrite title and meta around proven queries"
503,https://shaffercon.com/service-areas/pasadena/residential-breaker-panel-service-maintenance/,/service-areas/pasadena/residential-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.025,0.1,8.33,5,3.013,ctr,electrical panel services pasadena,"CTR fix, rewrite title and meta around proven queries"
504,https://shaffercon.com/service-areas/santa-clarita/commercial-energy-efficiency-upgrades/,/service-areas/santa-clarita/commercial-energy-efficiency-upgrades/,service_detail,0,3,0.0,0.025,0.1,9.0,5,3.013,ctr,,"CTR fix, rewrite title and meta around proven queries"
505,https://shaffercon.com/service-areas/santa-monica/commercial-electrical-safety-inspections/,/service-areas/santa-monica/commercial-electrical-safety-inspections/,service_detail,0,3,0.0,0.025,0.1,7.67,5,3.013,ctr,,"CTR fix, rewrite title and meta around proven queries"
506,https://shaffercon.com/service-areas/silver-lake/commercial-backup-generator-installation/,/service-areas/silver-lake/commercial-backup-generator-installation/,service_detail,0,3,0.0,0.025,0.1,10.0,5,3.013,ctr,,"CTR fix, rewrite title and meta around proven queries"
507,https://shaffercon.com/service-areas/west-hollywood/commercial-data-network-av-wiring/,/service-areas/west-hollywood/commercial-data-network-av-wiring/,service_detail,0,3,0.0,0.025,0.1,7.0,5,3.013,ctr,,"CTR fix, rewrite title and meta around proven queries"
508,https://shaffercon.com/service-areas/west-hollywood/residential-breaker-panel-service-maintenance/,/service-areas/west-hollywood/residential-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.025,0.1,7.0,5,3.013,ctr,,"CTR fix, rewrite title and meta around proven queries"
509,https://shaffercon.com/industry-insights/understanding-the-latest-trends-in-residential-electrical-design/,/industry-insights/understanding-the-latest-trends-in-residential-electrical-design/,blog,0,30,0.0,0.025,0.8,8.53,2,3.005,ctr,new electric design; new energy electric design,"CTR fix, rewrite title and meta around proven queries"
510,https://shaffercon.com/industry-insights/electrician-monterey-park-services-installation/,/industry-insights/electrician-monterey-park-services-installation/,blog,0,29,0.0,0.025,0.7,8.45,2,2.976,ctr,,"CTR fix, rewrite title and meta around proven queries"
511,https://shaffercon.com/industry-insights/the-future-of-electric-vehicles-impact-on-home-electrical-systems/,/industry-insights/the-future-of-electric-vehicles-impact-on-home-electrical-systems/,blog,0,29,0.0,0.025,0.7,5.9,2,2.976,ctr,,"CTR fix, rewrite title and meta around proven queries"
512,https://shaffercon.com/service-areas/commercial-pool-hot-tub-spa-electrical/,/service-areas/commercial-pool-hot-tub-spa-electrical/,location,0,4,0.0,0.012,0.0,12.5,5,2.972,links,,Monitor after higher value pages
513,https://shaffercon.com/service-areas/highland-park/commercial-electrical-code-compliance-corrections/,/service-areas/highland-park/commercial-electrical-code-compliance-corrections/,service_detail,0,4,0.0,0.012,0.0,14.75,5,2.972,links,commercial electrical code compliance in los angeles,"Ranking lift, add internal links and local proof"
514,https://shaffercon.com/service-areas/sherman-oaks/commercial-outlet-switch-dimmer-services/,/service-areas/sherman-oaks/commercial-outlet-switch-dimmer-services/,service_detail,0,4,0.0,0.012,0.0,12.75,5,2.972,links,,"Ranking lift, add internal links and local proof"
515,https://shaffercon.com/service-areas/sherman-oaks/commercial-security-motion-lighting/,/service-areas/sherman-oaks/commercial-security-motion-lighting/,service_detail,0,4,0.0,0.012,0.0,17.75,5,2.972,links,professional solar security sherman oaks,"Ranking lift, add internal links and local proof"
516,https://shaffercon.com/service-areas/west-hollywood/commercial-electrical-troubleshooting-repairs/,/service-areas/west-hollywood/commercial-electrical-troubleshooting-repairs/,service_detail,0,4,0.0,0.012,0.0,17.75,5,2.972,links,,"Ranking lift, add internal links and local proof"
517,https://shaffercon.com/service-areas/silver-lake/commercial-ev-charger-installation/,/service-areas/silver-lake/commercial-ev-charger-installation/,service_detail,1,4,0.25,0.012,0.0,10.25,5,2.971,links,,"Ranking lift, add internal links and local proof"
518,https://shaffercon.com/industry-insights/circuit-breaker-tips-repair-safety/,/industry-insights/circuit-breaker-tips-repair-safety/,blog,0,27,0.0,0.025,0.7,6.56,2,2.914,ctr,,"CTR fix, rewrite title and meta around proven queries"
519,https://shaffercon.com/industry-insights/ac-charging-network-ev-tax-credits-ford-30k-pickup-tesla-fsd-market-forecast/,/industry-insights/ac-charging-network-ev-tax-credits-ford-30k-pickup-tesla-fsd-market-forecast/,blog,1,426,0.002347417840375587,0.025,9.7,8.36,1,2.884,ctr,federal ev charger tax credit end date 2026; federal ev charger tax credit expiration date 2026; federal ev charger tax credit deadline 2026; federal ev home charger tax credit end date 2026; federal ev charger tax credit expiration 2026,Deprioritize unless it supports a money page
520,https://shaffercon.com/service-areas/atwater-village/residential-ev-charger-installation/,/service-areas/atwater-village/residential-ev-charger-installation/,service_detail,0,43,0.0,0.004,0.2,26.14,5,2.881,content,subpanel installation brunswick; ev charger installation derry; atwater village fence contractor; ev charger installation dering harbor; ev charger installation santa venetia,"Content lift, expand page and add links from stronger pages"
521,https://shaffercon.com/service-areas/torrance/residential-landscape-outdoor-lighting/,/service-areas/torrance/residential-landscape-outdoor-lighting/,service_detail,0,43,0.0,0.004,0.2,28.91,5,2.881,content,landscape light installation pasadena; outdoor landscape lighting beverly hills ca; landscape lighting services in westover hills; outdoor landscape lighting beverly hills ca,"Content lift, expand page and add links from stronger pages"
522,https://shaffercon.com/service-areas/venice/residential-pool-hot-tub-spa-electrical/,/service-areas/venice/residential-pool-hot-tub-spa-electrical/,service_detail,0,26,0.0,0.025,0.7,6.19,2,2.881,ctr,,"CTR fix, rewrite title and meta around proven queries"
523,https://shaffercon.com/residential-security-motion-lighting/,/residential-security-motion-lighting/,landing,0,6,0.0,0.012,0.1,13.83,4,2.875,links,licensed construction security torrance,"Ranking lift, add internal links and local proof"
524,https://shaffercon.com/service-areas/echo-park/residential-electrical-safety-inspections/,/service-areas/echo-park/residential-electrical-safety-inspections/,service_detail,0,6,0.0,0.012,0.1,18.5,4,2.875,links,,"Ranking lift, add internal links and local proof"
525,https://shaffercon.com/service-areas/echo-park/residential-backup-generator-installation/,/service-areas/echo-park/residential-backup-generator-installation/,service_detail,0,8,0.0,0.025,0.2,7.62,3,2.868,ctr,,"CTR fix, rewrite title and meta around proven queries"
526,https://shaffercon.com/service-areas/pacific-palisades/residential-backup-generator-installation/,/service-areas/pacific-palisades/residential-backup-generator-installation/,service_detail,0,8,0.0,0.025,0.2,7.75,3,2.868,ctr,,"CTR fix, rewrite title and meta around proven queries"
527,https://shaffercon.com/service-areas/sherman-oaks/residential-backup-generator-installation/,/service-areas/sherman-oaks/residential-backup-generator-installation/,service_detail,0,8,0.0,0.025,0.2,10.0,3,2.868,ctr,backup generators services in pembroke,"CTR fix, rewrite title and meta around proven queries"
528,https://shaffercon.com/industry-insights/ev-charging-infrastructure-in-2025-what-property-owners-in-los-angeles-need-to-know/,/industry-insights/ev-charging-infrastructure-in-2025-what-property-owners-in-los-angeles-need-to-know/,blog,1,25,0.04,0.025,0.0,5.12,2,2.83,links,,"Ranking lift, add internal links and local proof"
529,https://shaffercon.com/industry-insights/electrical-services-rancho-palos-verdes/,/industry-insights/electrical-services-rancho-palos-verdes/,blog,0,24,0.0,0.025,0.6,6.71,2,2.813,ctr,,"CTR fix, rewrite title and meta around proven queries"
530,https://shaffercon.com/service-areas/santa-clarita/residential-ceiling-fan-fixture-installation/,/service-areas/santa-clarita/residential-ceiling-fan-fixture-installation/,service_detail,0,43,0.0,0.012,0.5,12.6,2,2.808,links,ceiling fan installation pasadena,"Ranking lift, add internal links and local proof"
531,https://shaffercon.com/industry-insights/electrician-irwindale-ca-skilled-electrical-assistance-for-your-projects/,/industry-insights/electrician-irwindale-ca-skilled-electrical-assistance-for-your-projects/,blog,0,4,0.0,0.025,0.1,5.25,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
532,https://shaffercon.com/service-areas/boyle-heights/residential-electrical-safety-inspections/,/service-areas/boyle-heights/residential-electrical-safety-inspections/,service_detail,0,4,0.0,0.025,0.1,8.75,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
533,https://shaffercon.com/service-areas/culver-city/residential-lighting-installation-retrofitting/,/service-areas/culver-city/residential-lighting-installation-retrofitting/,service_detail,0,4,0.0,0.025,0.1,6.5,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
534,https://shaffercon.com/service-areas/pasadena/residential-electrical-safety-inspections/,/service-areas/pasadena/residential-electrical-safety-inspections/,service_detail,0,4,0.0,0.025,0.1,6.5,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
535,https://shaffercon.com/service-areas/pasadena/residential-landscape-outdoor-lighting/,/service-areas/pasadena/residential-landscape-outdoor-lighting/,service_detail,0,4,0.0,0.025,0.1,6.75,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
536,https://shaffercon.com/service-areas/sherman-oaks/residential-electrical-code-compliance-corrections/,/service-areas/sherman-oaks/residential-electrical-code-compliance-corrections/,service_detail,0,4,0.0,0.025,0.1,5.75,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
537,https://shaffercon.com/service-areas/sherman-oaks/residential-lighting-installation-retrofitting/,/service-areas/sherman-oaks/residential-lighting-installation-retrofitting/,service_detail,0,4,0.0,0.025,0.1,7.25,4,2.799,ctr,,"CTR fix, rewrite title and meta around proven queries"
538,https://shaffercon.com/service-areas/santa-clarita/residential-data-network-av-wiring/,/service-areas/santa-clarita/residential-data-network-av-wiring/,service_detail,0,23,0.0,0.05,1.2,4.91,2,2.792,ctr,,"CTR fix, rewrite title and meta around proven queries"
539,https://shaffercon.com/industry-insights/fall-into-savings-efficient-electricity-use-in-autumn/,/industry-insights/fall-into-savings-efficient-electricity-use-in-autumn/,blog,0,23,0.0,0.025,0.6,7.22,2,2.776,ctr,,"CTR fix, rewrite title and meta around proven queries"
540,https://shaffercon.com/service-areas/hollywood/residential-ceiling-fan-fixture-installation/,/service-areas/hollywood/residential-ceiling-fan-fixture-installation/,service_detail,0,23,0.0,0.025,0.6,8.22,2,2.776,ctr,ceiling fan installation hollywood,"CTR fix, rewrite title and meta around proven queries"
541,https://shaffercon.com/service-areas/torrance/residential-smart-automation-systems/,/service-areas/torrance/residential-smart-automation-systems/,service_detail,0,23,0.0,0.025,0.6,7.78,2,2.776,ctr,,"CTR fix, rewrite title and meta around proven queries"
542,https://shaffercon.com/service-areas/long-beach/commercial-data-network-av-wiring/,/service-areas/long-beach/commercial-data-network-av-wiring/,service_detail,0,37,0.0,0.004,0.1,28.32,5,2.769,content,structured cabling long beach; structured cabling installers long beach; structured cabling installers santa monica; professional data wiring los angeles; cam shaffer carpentry services,"Content lift, expand page and add links from stronger pages"
543,https://shaffercon.com/service-areas/west-hollywood/residential-pool-hot-tub-spa-electrical/,/service-areas/west-hollywood/residential-pool-hot-tub-spa-electrical/,service_detail,0,22,0.0,0.05,1.1,3.45,2,2.753,ctr,pool pump install west hollywood,"CTR fix, rewrite title and meta around proven queries"
544,https://shaffercon.com/industry-insights/fuse-box-upgrade-guide/,/industry-insights/fuse-box-upgrade-guide/,blog,0,39,0.0,0.012,0.5,10.74,2,2.736,ctr,"what is fuse block? in los angeles, california","CTR fix, rewrite title and meta around proven queries"
545,https://shaffercon.com/industry-insights/tesla-3d-supercharger-maps-porsche-closes-china-network-ford-ionna-plug-charge-holiday-travel-charging/,/industry-insights/tesla-3d-supercharger-maps-porsche-closes-china-network-ford-ionna-plug-charge-holiday-travel-charging/,blog,0,334,0.0,0.025,8.3,7.73,1,2.736,ctr,tesla holiday travel charging solution,Deprioritize unless it supports a money page
546,https://shaffercon.com/service-areas/santa-monica/residential-electrical-safety-inspections/,/service-areas/santa-monica/residential-electrical-safety-inspections/,service_detail,0,85,0.0,0.004,0.3,27.13,4,2.718,content,electrical inspection los angeles; electrical safety check los angeles ca; electrical inspection sunset park; electrical inspection; santa monica inspection,"Content lift, expand page and add links from stronger pages"
547,https://shaffercon.com/industry-insights/ev-charging-infrastructure-accelerates-america-achieves-record-20-growth-nacs-universal-adoption-maryland-5-million-funding-270kw-wireless-breakthrough-and-california-incentive-evolution/,/industry-insights/ev-charging-infrastructure-accelerates-america-achieves-record-20-growth-nacs-universal-adoption-maryland-5-million-funding-270kw-wireless-breakthrough-and-california-incentive-evolution/,blog,0,38,0.0,0.012,0.5,10.74,2,2.717,ctr,,"CTR fix, rewrite title and meta around proven queries"
548,https://shaffercon.com/service-areas/atwater-village/residential-backup-generator-installation/,/service-areas/atwater-village/residential-backup-generator-installation/,service_detail,0,7,0.0,0.025,0.2,7.57,3,2.714,ctr,,"CTR fix, rewrite title and meta around proven queries"
549,https://shaffercon.com/service-areas/burbank/residential-electrical-troubleshooting-repairs/,/service-areas/burbank/residential-electrical-troubleshooting-repairs/,service_detail,0,7,0.0,0.025,0.2,8.29,3,2.714,ctr,,"CTR fix, rewrite title and meta around proven queries"
550,https://shaffercon.com/service-areas/torrance/commercial-exhaust-fan-ventilation-wiring/,/service-areas/torrance/commercial-exhaust-fan-ventilation-wiring/,service_detail,0,34,0.0,0.004,0.1,21.97,5,2.706,content,industrial exhaust ventilation systems glendale; commercial exhaust fan installation glendale; industrial exhaust fan installation near me glendale; commercial exhaust system installation glendale; commercial ventilation services glendale,"Content lift, expand page and add links from stronger pages"
551,https://shaffercon.com/industry-insights/smart-home-electrical-wiring-future-proofing-los-angeles/,/industry-insights/smart-home-electrical-wiring-future-proofing-los-angeles/,blog,0,21,0.0,0.025,0.5,9.14,2,2.699,ctr,cam shaffer carpentry services,"CTR fix, rewrite title and meta around proven queries"
552,https://shaffercon.com/service-areas/burbank/residential-whole-building-surge-protection/,/service-areas/burbank/residential-whole-building-surge-protection/,service_detail,0,21,0.0,0.025,0.5,9.43,2,2.699,ctr,,"CTR fix, rewrite title and meta around proven queries"
553,https://shaffercon.com/service-areas/highland-park/commercial-ev-charger-installation/,/service-areas/highland-park/commercial-ev-charger-installation/,service_detail,0,32,0.0,0.004,0.1,25.94,5,2.661,content,ev charger installation highland park; ev charger installation highland village; ev charger installation in highland park; electric car charger installations highland park,"Content lift, expand page and add links from stronger pages"
554,https://shaffercon.com/service-areas/torrance/residential-outlet-switch-dimmer-services/,/service-areas/torrance/residential-outlet-switch-dimmer-services/,service_detail,0,10,0.0,0.012,0.1,10.6,3,2.659,ctr,,"CTR fix, rewrite title and meta around proven queries"
555,https://shaffercon.com/service-areas/burbank/residential-ceiling-fan-fixture-installation/,/service-areas/burbank/residential-ceiling-fan-fixture-installation/,service_detail,0,20,0.0,0.025,0.5,9.55,2,2.658,ctr,ceiling fan installation burbank; ceiling fan installation burbank; ceiling fan installation service burbank; smart controls burbank,"CTR fix, rewrite title and meta around proven queries"
556,https://shaffercon.com/service-areas/santa-clarita/residential-smart-automation-systems/,/service-areas/santa-clarita/residential-smart-automation-systems/,service_detail,0,20,0.0,0.025,0.5,6.25,2,2.658,ctr,,"CTR fix, rewrite title and meta around proven queries"
557,https://shaffercon.com/service-areas/west-hollywood/residential-dedicated-equipment-circuits/,/service-areas/west-hollywood/residential-dedicated-equipment-circuits/,service_detail,0,20,0.0,0.025,0.5,7.8,2,2.658,ctr,,"CTR fix, rewrite title and meta around proven queries"
558,https://shaffercon.com/industry-insights/ionna-circle-k-350-site-partnership-ohio-51m-nevi-64-sites-byd-1500kw-flash-charging-cox-auto-q1-ev-reset-mercedes-eqs-926km-800v/,/industry-insights/ionna-circle-k-350-site-partnership-ohio-51m-nevi-64-sites-byd-1500kw-flash-charging-cox-auto-q1-ev-reset-mercedes-eqs-926km-800v/,blog,0,34,0.0,0.012,0.4,10.06,2,2.636,ctr,,"CTR fix, rewrite title and meta around proven queries"
559,https://shaffercon.com/industry-insights/electrician-san-marino-ca-services/,/industry-insights/electrician-san-marino-ca-services/,blog,0,19,0.0,0.025,0.5,9.53,2,2.614,ctr,,"CTR fix, rewrite title and meta around proven queries"
560,https://shaffercon.com/industry-insights/home-electrical-safety-best-practices/,/industry-insights/home-electrical-safety-best-practices/,blog,0,19,0.0,0.025,0.5,6.31,2,2.614,ctr,,"CTR fix, rewrite title and meta around proven queries"
561,https://shaffercon.com/industry-insights/what-the-rebooted-nevi-program-means-for-ev-charger-projects-in-los-angeles/,/industry-insights/what-the-rebooted-nevi-program-means-for-ev-charger-projects-in-los-angeles/,blog,0,19,0.0,0.025,0.5,6.68,2,2.614,ctr,,"CTR fix, rewrite title and meta around proven queries"
562,https://shaffercon.com/service-areas/pasadena/residential-complete-electrical-rewiring/,/service-areas/pasadena/residential-complete-electrical-rewiring/,service_detail,0,19,0.0,0.025,0.5,5.95,2,2.614,ctr,pasadena house rewire,"CTR fix, rewrite title and meta around proven queries"
563,https://shaffercon.com/service-areas/glendale/commercial-electrical-troubleshooting-repairs/,/service-areas/glendale/commercial-electrical-troubleshooting-repairs/,service_detail,0,30,0.0,0.004,0.1,22.0,5,2.613,content,commercial exhaust fan repair glendale; commercial exhaust fan installation glendale,"Content lift, expand page and add links from stronger pages"
564,https://shaffercon.com/industry-insights/the-ultimate-guide-to-christmas-lights-illuminate-your-holidays-with-shaffer-construction/,/industry-insights/the-ultimate-guide-to-christmas-lights-illuminate-your-holidays-with-shaffer-construction/,blog,0,32,0.0,0.012,0.4,10.03,2,2.591,ctr,,"CTR fix, rewrite title and meta around proven queries"
565,https://shaffercon.com/service-areas/pacific-palisades/residential-data-network-av-wiring/,/service-areas/pacific-palisades/residential-data-network-av-wiring/,service_detail,0,32,0.0,0.012,0.4,10.75,2,2.591,ctr,"home network installation company pacific palisades, ca; smart home experts pacific palisades; home networking services pacific palisades, ca; structured wiring new construction los angeles","CTR fix, rewrite title and meta around proven queries"
566,https://shaffercon.com/industry-insights/ev-charging-infrastructure-breakthrough-developments-france-pioneers-300kw-dynamic-wireless-highway-charging-tesla-v4-achieves-500kw-operational-deployment-china-accelerates-toward-28-million-facil/,/industry-insights/ev-charging-infrastructure-breakthrough-developments-france-pioneers-300kw-dynamic-wireless-highway-charging-tesla-v4-achieves-500kw-operational-deployment-china-accelerates-toward-28-million-facil/,blog,0,18,0.0,0.025,0.5,8.61,2,2.569,ctr,,"CTR fix, rewrite title and meta around proven queries"
567,https://shaffercon.com/service-areas/glendale/residential-pool-hot-tub-spa-electrical/,/service-areas/glendale/residential-pool-hot-tub-spa-electrical/,service_detail,0,18,0.0,0.025,0.5,5.89,2,2.569,ctr,,"CTR fix, rewrite title and meta around proven queries"
568,https://shaffercon.com/service-areas/glendale/commercial-landscape-outdoor-lighting/,/service-areas/glendale/commercial-landscape-outdoor-lighting/,service_detail,0,28,0.0,0.004,0.1,22.78,5,2.562,content,outdoor lighting glendale; low voltage landscape lighting glendale; outdoor lighting glendale; landscape lighting glendale; low voltage landscape lighting glendale,"Content lift, expand page and add links from stronger pages"
569,https://shaffercon.com/service-areas/glendale/residential-backup-generator-installation/,/service-areas/glendale/residential-backup-generator-installation/,service_detail,0,28,0.0,0.004,0.1,23.79,5,2.562,content,generator installation glendale; generator installation chevy chase; generator installation glendale; generator installation chevy chase,"Content lift, expand page and add links from stronger pages"
570,https://shaffercon.com/brand-assets/Shaffer-Construction-Logo-light-mode-cropped.png/,/brand-assets/Shaffer-Construction-Logo-light-mode-cropped.png/,other,0,3,0.0,0.012,0.0,19.67,5,2.56,links,ev.energy logo,Monitor after higher value pages
571,https://shaffercon.com/commercial-security-motion-lighting/,/commercial-security-motion-lighting/,landing,0,3,0.0,0.012,0.0,16.67,5,2.56,links,,"Ranking lift, add internal links and local proof"
572,https://shaffercon.com/service-areas/altadena/commercial-complete-electrical-rewiring/,/service-areas/altadena/commercial-complete-electrical-rewiring/,service_detail,0,3,0.0,0.012,0.0,10.67,5,2.56,ctr,,"CTR fix, rewrite title and meta around proven queries"
573,https://shaffercon.com/service-areas/altadena/commercial-dedicated-equipment-circuits/,/service-areas/altadena/commercial-dedicated-equipment-circuits/,service_detail,0,3,0.0,0.012,0.0,18.33,5,2.56,links,commercial electrician services altadena,"Ranking lift, add internal links and local proof"
574,https://shaffercon.com/service-areas/atwater-village/commercial-whole-building-surge-protection/,/service-areas/atwater-village/commercial-whole-building-surge-protection/,service_detail,0,3,0.0,0.012,0.0,15.0,5,2.56,links,,"Ranking lift, add internal links and local proof"
575,https://shaffercon.com/service-areas/burbank/commercial-breaker-panel-service-maintenance/,/service-areas/burbank/commercial-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.012,0.0,10.67,5,2.56,ctr,,"CTR fix, rewrite title and meta around proven queries"
576,https://shaffercon.com/service-areas/culver-city/commercial-breaker-panel-service-maintenance/,/service-areas/culver-city/commercial-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.012,0.0,10.67,5,2.56,ctr,,"CTR fix, rewrite title and meta around proven queries"
577,https://shaffercon.com/service-areas/glendale/residential-breaker-panel-service-maintenance/,/service-areas/glendale/residential-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.012,0.0,13.0,5,2.56,links,,"Ranking lift, add internal links and local proof"
578,https://shaffercon.com/service-areas/hollywood/commercial-ev-charger-installation/,/service-areas/hollywood/commercial-ev-charger-installation/,service_detail,0,3,0.0,0.012,0.0,14.33,5,2.56,links,,"Ranking lift, add internal links and local proof"
579,https://shaffercon.com/service-areas/los-feliz/residential-breaker-panel-service-maintenance/,/service-areas/los-feliz/residential-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.012,0.0,13.67,5,2.56,links,,"Ranking lift, add internal links and local proof"
580,https://shaffercon.com/service-areas/pacific-palisades/commercial-exhaust-fan-ventilation-wiring/,/service-areas/pacific-palisades/commercial-exhaust-fan-ventilation-wiring/,service_detail,0,3,0.0,0.012,0.0,11.0,5,2.56,ctr,,"CTR fix, rewrite title and meta around proven queries"
581,https://shaffercon.com/service-areas/pasadena/commercial-outlet-switch-dimmer-services/,/service-areas/pasadena/commercial-outlet-switch-dimmer-services/,service_detail,0,3,0.0,0.012,0.0,14.0,5,2.56,links,,"Ranking lift, add internal links and local proof"
582,https://shaffercon.com/service-areas/santa-monica/residential-breaker-panel-service-maintenance/,/service-areas/santa-monica/residential-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.012,0.0,20.0,5,2.56,links,,"Ranking lift, add internal links and local proof"
583,https://shaffercon.com/service-areas/pasadena/residential-outlet-switch-dimmer-services/,/service-areas/pasadena/residential-outlet-switch-dimmer-services/,service_detail,0,6,0.0,0.025,0.2,9.33,3,2.539,ctr,,"CTR fix, rewrite title and meta around proven queries"
584,https://shaffercon.com/industry-insights/electrician-altadena-ca-your-local-electrical-service-experts/,/industry-insights/electrician-altadena-ca-your-local-electrical-service-experts/,blog,0,17,0.0,0.025,0.4,7.89,2,2.521,ctr,,"CTR fix, rewrite title and meta around proven queries"
585,https://shaffercon.com/industry-insights/q1-2026-fast-charging-report-evgo-nacs-expansion-catl-60gwh-sodium-ion-toyota-ev-sales-139-percent-kia-ev6-ev9-price-cuts/,/industry-insights/q1-2026-fast-charging-report-evgo-nacs-expansion-catl-60gwh-sodium-ion-toyota-ev-sales-139-percent-kia-ev6-ev9-price-cuts/,blog,0,17,0.0,0.025,0.4,6.47,2,2.521,ctr,,"CTR fix, rewrite title and meta around proven queries"
586,https://shaffercon.com/service-areas/burbank/residential-exhaust-fan-ventilation-wiring/,/service-areas/burbank/residential-exhaust-fan-ventilation-wiring/,service_detail,0,17,0.0,0.025,0.4,8.59,2,2.521,ctr,,"CTR fix, rewrite title and meta around proven queries"
587,https://shaffercon.com/service-areas/glendale/residential-energy-efficiency-upgrades/,/service-areas/glendale/residential-energy-efficiency-upgrades/,service_detail,0,17,0.0,0.025,0.4,7.94,2,2.521,ctr,energy efficient installation glendale; smart controls glendale,"CTR fix, rewrite title and meta around proven queries"
588,https://shaffercon.com/industry-insights/the-future-of-ev-charger-installation-trends-incentives-and-innovations-you-need-to-know/,/industry-insights/the-future-of-ev-charger-installation-trends-incentives-and-innovations-you-need-to-know/,blog,0,26,0.0,0.004,0.1,26.04,5,2.507,content,ev charging station installation projects; ev charging installation for new developments; ev charging installation for new developments; ev charging station installation projects,"Content lift, expand page and add links from stronger pages"
589,https://shaffercon.com/service-areas/los-feliz/commercial-complete-electrical-rewiring/,/service-areas/los-feliz/commercial-complete-electrical-rewiring/,service_detail,0,26,0.0,0.004,0.1,27.38,5,2.507,content,,"Content lift, expand page and add links from stronger pages"
590,https://shaffercon.com/industry-insights/tesla-superchargers-80000-stalls-kia-ev3-35k-debut-ev-realty-truck-hub-tariffs-charging-costs-v2g-mainstream/,/industry-insights/tesla-superchargers-80000-stalls-kia-ev3-35k-debut-ev-realty-truck-hub-tariffs-charging-costs-v2g-mainstream/,blog,0,231,0.0,0.025,5.8,6.72,1,2.502,ctr,tesla supercharger stalls north america 2026; kia ev3 tesla supercharger,Deprioritize unless it supports a money page
591,https://shaffercon.com/industry-insights/ces-2026-mercedes-electric-glc-chargepoint-600kw-used-ev-deals-afeela-tesla-robotaxi/,/industry-insights/ces-2026-mercedes-electric-glc-chargepoint-600kw-used-ev-deals-afeela-tesla-robotaxi/,blog,2,244,0.00819672131147541,0.025,4.1,8.05,1,2.487,ctr,chargepoint 600kw; tell me more about the new mercedes glc ev's range and charging capabilities.; 2026 glc 400; chargepoint 600 kw charger; mercedes eqe suv bidirectional charging,Deprioritize unless it supports a money page
592,https://shaffercon.com/service-areas/inglewood/commercial-lighting-installation-retrofitting/,/service-areas/inglewood/commercial-lighting-installation-retrofitting/,service_detail,0,25,0.0,0.004,0.1,30.0,5,2.479,content,"commercial lighting services beverly hills; lighting repair inglewood; commercial lighting installation and retrofits; commercial lighting solutions beverly hills, ca; construction lights inglewood","Content lift, expand page and add links from stronger pages"
593,https://shaffercon.com/industry-insights/2025-ev-sales-decline-2026-outlook-new-models-china-price-war-charger-tax-credit-deadline/,/industry-insights/2025-ev-sales-decline-2026-outlook-new-models-china-price-war-charger-tax-credit-deadline/,blog,0,219,0.0,0.025,5.5,7.63,1,2.471,ctr,us ev sales forecast 2026 flat or contracting,Deprioritize unless it supports a money page
594,https://shaffercon.com/industry-insights/electrician-monrovia-ca-comprehensive-electrical-solutions-for-you/,/industry-insights/electrician-monrovia-ca-comprehensive-electrical-solutions-for-you/,blog,0,16,0.0,0.025,0.4,8.69,2,2.471,ctr,,"CTR fix, rewrite title and meta around proven queries"
595,https://shaffercon.com/industry-insights/powerstation-off-grid-solar-chargers-california-zev-mandate-35-percent-loves-texas-ev-stations-tariff-costs-35-billion-site-size-growing/,/industry-insights/powerstation-off-grid-solar-chargers-california-zev-mandate-35-percent-loves-texas-ev-stations-tariff-costs-35-billion-site-size-growing/,blog,0,16,0.0,0.025,0.4,5.75,2,2.471,ctr,,"CTR fix, rewrite title and meta around proven queries"
596,https://shaffercon.com/service-areas/glendale/residential-whole-building-surge-protection/,/service-areas/glendale/residential-whole-building-surge-protection/,service_detail,0,16,0.0,0.025,0.4,7.62,2,2.471,ctr,house surge protector glendale,"CTR fix, rewrite title and meta around proven queries"
597,https://shaffercon.com/service-areas/los-feliz/residential-pool-hot-tub-spa-electrical/,/service-areas/los-feliz/residential-pool-hot-tub-spa-electrical/,service_detail,0,16,0.0,0.025,0.4,7.87,2,2.471,ctr,pool light installation los feliz; pool light installation los feliz; pool pump install los feliz; pool pump install los feliz,"CTR fix, rewrite title and meta around proven queries"
