issue,url,canonical_path,last_crawled,route_type,business_value,action
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood,/service-areas/hollywood/,2026-03-03,location,2,Low priority
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood,/service-areas/inglewood/,2026-02-20,location,2,Low priority
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades,/service-areas/pacific-palisades/,2026-01-19,location,2,Low priority
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita,/service-areas/santa-clarita/,2026-01-24,location,2,Low priority
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks,/service-areas/sherman-oaks/,2026-02-14,location,2,Low priority
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood,/service-areas/west-hollywood/,2026-02-18,location,2,Low priority
Crawled currently not indexed,https://shaffercon.com/?cat,/,2026-03-03,other,2,Low priority
Crawled currently not indexed,https://shaffercon.com/?page_id=10658,/,2025-12-22,other,2,Low priority
Crawled currently not indexed,https://shaffercon.com/games/classic-hopscotch.html,/games/classic-hopscotch.html/,2026-03-28,other,2,Low priority
Crawled currently not indexed,https://shaffercon.com/games/sparky-bros.html,/games/sparky-bros.html/,2026-04-11,other,2,Low priority
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-complete-electrical-rewiring/,/service-areas/altadena/residential-complete-electrical-rewiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-energy-efficiency-upgrades,/service-areas/altadena/residential-energy-efficiency-upgrades/,2026-04-22,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-energy-efficiency-upgrades/,/service-areas/altadena/residential-energy-efficiency-upgrades/,2026-04-22,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-exhaust-fan-ventilation-wiring/,/service-areas/altadena/residential-exhaust-fan-ventilation-wiring/,2026-04-05,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-complete-electrical-rewiring/,/service-areas/atwater-village/residential-complete-electrical-rewiring/,2026-04-02,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-energy-efficiency-upgrades/,/service-areas/atwater-village/residential-energy-efficiency-upgrades/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-exhaust-fan-ventilation-wiring/,/service-areas/atwater-village/residential-exhaust-fan-ventilation-wiring/,2026-03-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-outlet-switch-dimmer-services/,/service-areas/atwater-village/residential-outlet-switch-dimmer-services/,2026-03-18,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-whole-building-surge-protection,/service-areas/atwater-village/residential-whole-building-surge-protection/,2026-04-22,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-whole-building-surge-protection/,/service-areas/atwater-village/residential-whole-building-surge-protection/,2026-04-22,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-complete-electrical-rewiring/,/service-areas/boyle-heights/residential-complete-electrical-rewiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-energy-efficiency-upgrades/,/service-areas/boyle-heights/residential-energy-efficiency-upgrades/,2026-03-22,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-exhaust-fan-ventilation-wiring/,/service-areas/boyle-heights/residential-exhaust-fan-ventilation-wiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-whole-building-surge-protection,/service-areas/boyle-heights/residential-whole-building-surge-protection/,2025-12-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-energy-efficiency-upgrades/,/service-areas/burbank/residential-energy-efficiency-upgrades/,2026-03-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-outlet-switch-dimmer-services/,/service-areas/burbank/residential-outlet-switch-dimmer-services/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-whole-building-surge-protection/,/service-areas/burbank/residential-whole-building-surge-protection/,2026-03-16,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-complete-electrical-rewiring,/service-areas/culver-city/residential-complete-electrical-rewiring/,2026-03-26,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-complete-electrical-rewiring/,/service-areas/culver-city/residential-complete-electrical-rewiring/,2026-03-26,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-energy-efficiency-upgrades/,/service-areas/culver-city/residential-energy-efficiency-upgrades/,2026-03-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-whole-building-surge-protection/,/service-areas/culver-city/residential-whole-building-surge-protection/,2026-01-23,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-complete-electrical-rewiring/,/service-areas/echo-park/residential-complete-electrical-rewiring/,2026-03-18,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-energy-efficiency-upgrades/,/service-areas/echo-park/residential-energy-efficiency-upgrades/,2026-04-18,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-exhaust-fan-ventilation-wiring/,/service-areas/echo-park/residential-exhaust-fan-ventilation-wiring/,2026-03-30,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-outlet-switch-dimmer-services/,/service-areas/echo-park/residential-outlet-switch-dimmer-services/,2026-03-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-whole-building-surge-protection/,/service-areas/echo-park/residential-whole-building-surge-protection/,2026-02-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-energy-efficiency-upgrades,/service-areas/glendale/residential-energy-efficiency-upgrades/,2025-11-26,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-exhaust-fan-ventilation-wiring/,/service-areas/glendale/residential-exhaust-fan-ventilation-wiring/,2026-03-19,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-outlet-switch-dimmer-services/,/service-areas/glendale/residential-outlet-switch-dimmer-services/,2025-12-19,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-whole-building-surge-protection/,/service-areas/glendale/residential-whole-building-surge-protection/,2026-03-22,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-complete-electrical-rewiring/,/service-areas/highland-park/residential-complete-electrical-rewiring/,2026-03-19,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-energy-efficiency-upgrades/,/service-areas/highland-park/residential-energy-efficiency-upgrades/,2026-03-31,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-exhaust-fan-ventilation-wiring,/service-areas/highland-park/residential-exhaust-fan-ventilation-wiring/,2026-04-10,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-exhaust-fan-ventilation-wiring/,/service-areas/highland-park/residential-exhaust-fan-ventilation-wiring/,2026-04-10,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-outlet-switch-dimmer-services/,/service-areas/highland-park/residential-outlet-switch-dimmer-services/,2026-03-20,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-whole-building-surge-protection/,/service-areas/highland-park/residential-whole-building-surge-protection/,2026-04-11,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-complete-electrical-rewiring/,/service-areas/hollywood/residential-complete-electrical-rewiring/,2026-03-07,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-complete-electrical-rewiring,/service-areas/hollywood/residential-complete-electrical-rewiring/,2025-11-26,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-energy-efficiency-upgrades/,/service-areas/hollywood/residential-energy-efficiency-upgrades/,2026-04-08,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-exhaust-fan-ventilation-wiring/,/service-areas/hollywood/residential-exhaust-fan-ventilation-wiring/,2026-03-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-outlet-switch-dimmer-services/,/service-areas/hollywood/residential-outlet-switch-dimmer-services/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-complete-electrical-rewiring/,/service-areas/inglewood/residential-complete-electrical-rewiring/,2026-03-16,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-energy-efficiency-upgrades/,/service-areas/inglewood/residential-energy-efficiency-upgrades/,2026-03-16,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-outlet-switch-dimmer-services/,/service-areas/inglewood/residential-outlet-switch-dimmer-services/,2026-03-16,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-whole-building-surge-protection,/service-areas/inglewood/residential-whole-building-surge-protection/,2025-12-04,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-complete-electrical-rewiring,/service-areas/long-beach/residential-complete-electrical-rewiring/,2025-11-27,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-energy-efficiency-upgrades/,/service-areas/long-beach/residential-energy-efficiency-upgrades/,2026-01-24,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-energy-efficiency-upgrades,/service-areas/long-beach/residential-energy-efficiency-upgrades/,2025-12-10,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-exhaust-fan-ventilation-wiring/,/service-areas/long-beach/residential-exhaust-fan-ventilation-wiring/,2026-04-11,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-outlet-switch-dimmer-services,/service-areas/long-beach/residential-outlet-switch-dimmer-services/,2025-12-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-energy-efficiency-upgrades/,/service-areas/los-feliz/residential-energy-efficiency-upgrades/,2026-03-17,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-exhaust-fan-ventilation-wiring/,/service-areas/los-feliz/residential-exhaust-fan-ventilation-wiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-whole-building-surge-protection/,/service-areas/los-feliz/residential-whole-building-surge-protection/,2026-03-01,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-whole-building-surge-protection,/service-areas/los-feliz/residential-whole-building-surge-protection/,2025-12-23,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-complete-electrical-rewiring/,/service-areas/pacific-palisades/residential-complete-electrical-rewiring/,2026-03-31,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-exhaust-fan-ventilation-wiring/,/service-areas/pacific-palisades/residential-exhaust-fan-ventilation-wiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-outlet-switch-dimmer-services/,/service-areas/pacific-palisades/residential-outlet-switch-dimmer-services/,2026-04-04,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-whole-building-surge-protection/,/service-areas/pacific-palisades/residential-whole-building-surge-protection/,2026-04-04,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-exhaust-fan-ventilation-wiring/,/service-areas/pasadena/residential-exhaust-fan-ventilation-wiring/,2026-04-10,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-exhaust-fan-ventilation-wiring,/service-areas/pasadena/residential-exhaust-fan-ventilation-wiring/,2025-12-07,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-whole-building-surge-protection,/service-areas/pasadena/residential-whole-building-surge-protection/,2026-04-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-whole-building-surge-protection/,/service-areas/pasadena/residential-whole-building-surge-protection/,2026-04-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-complete-electrical-rewiring/,/service-areas/santa-clarita/residential-complete-electrical-rewiring/,2025-12-23,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-energy-efficiency-upgrades/,/service-areas/santa-clarita/residential-energy-efficiency-upgrades/,2025-12-23,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-exhaust-fan-ventilation-wiring/,/service-areas/santa-clarita/residential-exhaust-fan-ventilation-wiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-outlet-switch-dimmer-services/,/service-areas/santa-clarita/residential-outlet-switch-dimmer-services/,2026-03-16,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-whole-building-surge-protection/,/service-areas/santa-clarita/residential-whole-building-surge-protection/,2026-04-08,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-monica/residential-complete-electrical-rewiring/,/service-areas/santa-monica/residential-complete-electrical-rewiring/,2026-03-18,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-monica/residential-energy-efficiency-upgrades/,/service-areas/santa-monica/residential-energy-efficiency-upgrades/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-monica/residential-whole-building-surge-protection,/service-areas/santa-monica/residential-whole-building-surge-protection/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-monica/residential-whole-building-surge-protection/,/service-areas/santa-monica/residential-whole-building-surge-protection/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-energy-efficiency-upgrades/,/service-areas/sherman-oaks/residential-energy-efficiency-upgrades/,2026-03-25,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-exhaust-fan-ventilation-wiring/,/service-areas/sherman-oaks/residential-exhaust-fan-ventilation-wiring/,2026-04-02,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-whole-building-surge-protection/,/service-areas/sherman-oaks/residential-whole-building-surge-protection/,2026-03-18,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-exhaust-fan-ventilation-wiring/,/service-areas/silver-lake/residential-exhaust-fan-ventilation-wiring/,2026-03-26,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-outlet-switch-dimmer-services,/service-areas/silver-lake/residential-outlet-switch-dimmer-services/,2025-11-25,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-whole-building-surge-protection/,/service-areas/silver-lake/residential-whole-building-surge-protection/,2026-01-24,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-complete-electrical-rewiring,/service-areas/torrance/residential-complete-electrical-rewiring/,2025-11-27,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-exhaust-fan-ventilation-wiring/,/service-areas/torrance/residential-exhaust-fan-ventilation-wiring/,2026-01-21,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-outlet-switch-dimmer-services,/service-areas/torrance/residential-outlet-switch-dimmer-services/,2025-11-26,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-whole-building-surge-protection/,/service-areas/torrance/residential-whole-building-surge-protection/,2026-04-02,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-complete-electrical-rewiring/,/service-areas/venice/residential-complete-electrical-rewiring/,2026-03-19,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-energy-efficiency-upgrades/,/service-areas/venice/residential-energy-efficiency-upgrades/,2026-04-07,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-whole-building-surge-protection/,/service-areas/venice/residential-whole-building-surge-protection/,2026-03-30,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-complete-electrical-rewiring/,/service-areas/west-hollywood/residential-complete-electrical-rewiring/,2026-03-18,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-energy-efficiency-upgrades/,/service-areas/west-hollywood/residential-energy-efficiency-upgrades/,2026-03-04,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-exhaust-fan-ventilation-wiring,/service-areas/west-hollywood/residential-exhaust-fan-ventilation-wiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-exhaust-fan-ventilation-wiring/,/service-areas/west-hollywood/residential-exhaust-fan-ventilation-wiring/,2026-04-09,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-whole-building-surge-protection/,/service-areas/west-hollywood/residential-whole-building-surge-protection/,2026-03-17,service_detail,2,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/industry-insights/2024-ev-charger-installations-key-incentives-and-innovations-transforming-the-industry/,/industry-insights/2024-ev-charger-installations-key-incentives-and-innovations-transforming-the-industry/,2026-01-22,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/2024-ev-charger-installations-key-incentives-and-innovations-transforming-the-industry,/industry-insights/2024-ev-charger-installations-key-incentives-and-innovations-transforming-the-industry/,2025-11-28,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/building-a-sustainable-future-the-role-of-shaffer-construction-in-los-angeles-ev-charging-infrastructure-expansion/,/industry-insights/building-a-sustainable-future-the-role-of-shaffer-construction-in-los-angeles-ev-charging-infrastructure-expansion/,2026-03-06,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/byd-home-charger-sharing-pennsylvania-turnpike-nevi-eu-2035-goals-watered-down-snowbird-ski-resort-holiday-charging,/industry-insights/byd-home-charger-sharing-pennsylvania-turnpike-nevi-eu-2035-goals-watered-down-snowbird-ski-resort-holiday-charging/,2025-12-24,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/california-200000-ev-chargers-oregon-fleet-rebate-germany-truck-charging-electrify-america-simon-tesla-2025-deliveries/,/industry-insights/california-200000-ev-chargers-oregon-fleet-rebate-germany-truck-charging-electrify-america-simon-tesla-2025-deliveries/,2026-01-14,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ceiling-fan-installation-benefits-aesthetics/,/industry-insights/ceiling-fan-installation-benefits-aesthetics/,2026-03-06,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ceiling-fan-installation-benefits-aesthetics,/industry-insights/ceiling-fan-installation-benefits-aesthetics/,2025-11-24,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/colliers-envirospark-chargepoint-express-grid-wyoming-ev-marketplace-tesla-lost-hills-2025-technology-breakthroughs,/industry-insights/colliers-envirospark-chargepoint-express-grid-wyoming-ev-marketplace-tesla-lost-hills-2025-technology-breakthroughs/,2026-01-02,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/dodge-charger-nacs-tesla-supercharger-byd-megawatt-technology-year-environmental-groups-lawsuit-electrify-america-dual-cable/,/industry-insights/dodge-charger-nacs-tesla-supercharger-byd-megawatt-technology-year-environmental-groups-lawsuit-electrify-america-dual-cable/,2026-04-09,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charger-installation-in-los-angeles-the-2024-guide-to-home-public-and-commercial-solutions/,/industry-insights/ev-charger-installation-in-los-angeles-the-2024-guide-to-home-public-and-commercial-solutions/,2026-04-16,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-acceleration-november-2025-chargepoint-sourcewell-illinois-funding-global-technology-showcase-workplace-charging-growth-and-california-fast-charge-initiatives,/industry-insights/ev-charging-acceleration-november-2025-chargepoint-sourcewell-illinois-funding-global-technology-showcase-workplace-charging-growth-and-california-fast-charge-initiatives/,2025-12-18,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-in-2024-essential-trends-and-installation-tips-for-homeowners-businesses-in-los-angeles/,/industry-insights/ev-charging-in-2024-essential-trends-and-installation-tips-for-homeowners-businesses-in-los-angeles/,2026-01-14,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-in-2025-latest-trends-challenges-and-solutions-for-homeowners-and-businesses-in-los-angeles,/industry-insights/ev-charging-in-2025-latest-trends-challenges-and-solutions-for-homeowners-and-businesses-in-los-angeles/,2025-12-10,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-in-2025-what-homeowners-property-managers-and-businesses-need-to-know/,/industry-insights/ev-charging-in-2025-what-homeowners-property-managers-and-businesses-need-to-know/,2025-12-26,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-accelerates-america-achieves-record-20-growth-nacs-universal-adoption-maryland-5-million-funding-270kw-wireless-breakthrough-and-california-incentive-evolution,/industry-insights/ev-charging-infrastructure-accelerates-america-achieves-record-20-growth-nacs-universal-adoption-maryland-5-million-funding-270kw-wireless-breakthrough-and-california-incentive-evolution/,2025-12-10,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-breakthrough-developments-france-pioneers-300kw-dynamic-wireless-highway-charging-tesla-v4-achieves-500kw-operational-deployment-china-accelerates-toward-28-million-facil,/industry-insights/ev-charging-infrastructure-breakthrough-developments-france-pioneers-300kw-dynamic-wireless-highway-charging-tesla-v4-achieves-500kw-operational-deployment-china-accelerates-toward-28-million-facil/,2025-12-17,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-in-2025-growth-innovation-and-the-road-ahead,/industry-insights/ev-charging-infrastructure-in-2025-growth-innovation-and-the-road-ahead/,2025-12-03,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-in-2025-what-property-owners-in-los-angeles-need-to-know/,/industry-insights/ev-charging-infrastructure-in-2025-what-property-owners-in-los-angeles-need-to-know/,2026-03-22,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-network-milestones-65000-us-ports-illinois-funding-tesla-v4-technology-nevi-streamlining-and-google-maps-integration-shape-november-2025-market,/industry-insights/ev-charging-infrastructure-network-milestones-65000-us-ports-illinois-funding-tesla-v4-technology-nevi-streamlining-and-google-maps-integration-shape-november-2025-market/,2025-12-18,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-roundup-ionna-250m-california-investment-wireless-highway-charging-tesla-supercharger-growth,/industry-insights/ev-charging-infrastructure-roundup-ionna-250m-california-investment-wireless-highway-charging-tesla-supercharger-growth/,2025-12-18,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-update-nevi-milestones-tesla-record-expansion-and-growing-infrastructure-demands,/industry-insights/ev-charging-infrastructure-update-nevi-milestones-tesla-record-expansion-and-growing-infrastructure-demands/,2025-11-26,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-update-nevi-milestones-tesla-record-expansion-and-growing-infrastructure-demands/,/industry-insights/ev-charging-infrastructure-update-nevi-milestones-tesla-record-expansion-and-growing-infrastructure-demands/,2025-11-26,blog,1,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/ev-charging-infrastructure-update-record-u-s-expansion-pennsylvania-nevi-leadership-global-growth-and-innovative-streetlight-solutions/,/industry-insights/ev-charging-infrastructure-update-record-u-s-expansion-pennsylvania-nevi-leadership-global-growth-and-innovative-streetlight-solutions/,2026-04-02,blog,1,Deprioritize or use only as support content
